Sheet Row,ARN,Item Name,Selected Tally Parent,Unit,Classification,Reason,Tally MASTERID (if matched)
784,ACH-RD-BG-0004,0325-0014 - Dengue IgG Pos Pls,,ul,UPDATE,unit differs: sheet='ul' vs tally='UI' (report only -- not auto-altered),10972
785,ACH-RD-BG-0005,0325-0018 - Dengue IgM Pos Pls,,ul,UPDATE,unit differs: sheet='ul' vs tally='UI' (report only -- not auto-altered),10900
786,ACH-RD-BG-0006,0325-0073 -Zika IgG Pos Pls,,ul,UPDATE,unit differs: sheet='ul' vs tally='UI' (report only -- not auto-altered),10902
787,ACH-RD-BG-0007,0325-0077 - Zika IgM Pos Pls,,ul,UPDATE,unit differs: sheet='ul' vs tally='UI' (report only -- not auto-altered),10903
788,ACH-RD-CM-0099,"Gen-3214 - Glass Bottom Dishes - 27mm, 3ml with LID",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
789,ACH-RD-CM-0100,"10427813 - Whatman Grade GB003 Gel Blotting Papers, Cellulose, 0.8 mm, 160 x 180 mm",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
790,ACH-RD-CH-0412,I8260 - IgM from human serum,,ug,NOT_SELECTED,Tally Sync not selected for this row,
791,ACH-RD-AB-0080,10-1334 - Plasmodium vivax antibody,,ug,NO_CHANGE,matches existing Tally item,10909
792,ACH-RD-AB-0081,10-1333 - Plasmodium vivax antibody,,ug,NO_CHANGE,matches existing Tally item,10908
793,ACH-RD-FL-0037,MF001003 - mPEG-SH,,ug,NOT_SELECTED,Tally Sync not selected for this row,
794,ACH-RD-CH-0413,"1067-3M15674""X10YD-NDâ€Ž â€Ž3M 1567 4"" X 10YDâ€Ž 1567 MEDICAL TAPE 4"" X 10YD DOUB",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
795,ACH-EN-EL-0025,"Crystal Clear Cell Cast Plexiglass Sheet - 1/8"" 12x12",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
796,ACH-EN-EL-0026,"Crystal Clear Cell Cast Plexiglass Sheet - 1/16"" 12x12",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
797,ACH-EN-EL-0027,MEC7001-M2.5X0.45 / 8mm - Stainless Steel Socket Head Screws,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
798,ACH-RD-AB-0082,HM420 - Influenza A Virus Antibody,,ug,NOT_SELECTED,Tally Sync not selected for this row,
799,ACH-RD-AB-0083,HM419 - Influenza A Virus Antibody,,ug,NOT_SELECTED,Tally Sync not selected for this row,
800,ACH-RD-AB-0084,HM428 - Influenza B Virus Antibody,,ug,NOT_SELECTED,Tally Sync not selected for this row,
801,ACH-RD-AB-0085,HM427 - Influenza B Virus Antibody,,ug,NOT_SELECTED,Tally Sync not selected for this row,
802,ACH-RD-AB-0086,HM439 - Respiratory Syncytial Virus (RSV) Antibody,,ug,NOT_SELECTED,Tally Sync not selected for this row,
803,ACH-RD-AB-0087,C65064M - Mab To RSV Fusion Protein,,ug,NO_CHANGE,matches existing Tally item,11212
804,ACH-RD-AB-0088,C65065M - Mab To RSV Fusion Protein,,ug,NO_CHANGE,matches existing Tally item,11213
805,ACH-RD-AB-0089,C01736M - Mab To Influenza A (NP),,ug,NO_CHANGE,matches existing Tally item,11209
806,ACH-RD-AB-0090,C01746M - Mab To Influenza B (NP),,ug,NOT_SELECTED,Tally Sync not selected for this row,
807,ACH-RD-AB-0091,C01747M - Mab To Influenza B (NP),,ug,NOT_SELECTED,Tally Sync not selected for this row,
808,ACH-EN-ME-0022,Sandcastle Sand Paper Wet/Dry Waterproof 150:220:320:400:600:1000:1500:2000 Gritt - Black,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
809,ACH-RD-CH-0414,Magnet 50 x 20 x 2,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
810,ACH-RD-KT-0020,ACH10020 - PP Mix_PPv23,,ul,NOT_SELECTED,Tally Sync not selected for this row,
811,ACH-RD-KT-0021,ACH10024 - Polymerase Mix_Tk MM,,ul,NOT_SELECTED,Tally Sync not selected for this row,
812,ACH-RD-KT-0022,ACH10031 - PC_PCv3_10E6,,ul,NOT_SELECTED,Tally Sync not selected for this row,
813,ACH-RD-AB-0092,9594 - Influenza B Nucleoprotien,,ug,UPDATE,unit differs: sheet='ug' vs tally='MG' (report only -- not auto-altered),11116
814,ACH-RD-AB-0093,R01598 - P Vivax PLDH Recomb,,ug,NOT_SELECTED,Tally Sync not selected for this row,
815,ACH-RD-CH-0415,Multi Purpose Scissor,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
816,ACH-GN-OF-0001,"14218 - HP CD-R 700MB 50 Blank CD Wrap 52x Speed, Silver",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
817,ACH-RD-CH-0416,45KM041 - Plastic Box,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
818,ACH-RD-CH-0417,CD DVD Plastic Shell Case Cover,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
819,ACH-EN-EL-0028,709-NID100-5 - MEAN WELL 55W 24Vin 5Vout Non- / Non-Isolated DC/DC Converters,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
820,ACH-EN-EL-0029,MEC7001-M5/12 - Stainless Steel Socket Head Screws,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
821,ACH-EN-EL-0030,MEC7001-M4/10 - Stainless Steel Socket Head Screws,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
822,ACH-EN-EL-0031,MEC8005-M2.5 - Brass Heat-Set Knurled Inserts for Plastic,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
823,ACH-EN-EL-0032,MEC7012-M4 - Stainless Steel Hex Nuts,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
824,ACH-EN-EL-0033,MEC7001-M4/25 - Stainless Steel Socket Head Screws,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
825,ACH-RD-CM-0101,6721 - DRV8825 Stepper Motor Driver with Aluminum Heat Sink,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
826,ACH-RD-CM-0102,1293208 - Soldering cleaning sponge 5.5X5.5 CM,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
827,ACH-RD-CH-0418,MULTITEC Hex Short Allen Key Standard Set 1.5-10 MM,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
828,ACH-MF-CT-0001,"Rotary Spindle_P Rotary Valve_P, Valve Retainer_P",,Set of 2,NOT_SELECTED,Tally Sync not selected for this row,
829,ACH-EN-EL-0034,IMX178 6MP black and white Machine Vision MIPI CSI-2 Camera Module for All Raspberry Pi and Jetson nono Camera Module - with 8mm CS LE NS,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
830,ACH-EN-EL-0035,IMX178 6MP black and white Machine Vision MIPI CSI-2 Camera Module for All Raspberry Pi and Jetson nono Camera Module,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
831,ACH-RD-AB-0094,700020 - Anti-h Calcitonin 4051,,,NO_CHANGE,matches existing Tally item,11078
832,ACH-RD-AB-0095,100563 - Anti-h PCT 4004 SPTN-5,,,NO_CHANGE,matches existing Tally item,10936
833,ACH-RD-AB-0096,100567 - Anti-h PCT 4006 SPTN-5,,,NO_CHANGE,matches existing Tally item,10937
834,ACH-RD-FL-0038,BR228-D4A3- CRP,,ug,NOT_SELECTED,Tally Sync not selected for this row,
835,ACH-RD-FL-0039,MAB326P - CRP,,ug,NOT_SELECTED,Tally Sync not selected for this row,
836,ACH-RD-FL-0040,MAB327P - CRP,,ug,NOT_SELECTED,Tally Sync not selected for this row,
837,ACH-RD-AB-0097,"KPT10588 -H08B - SARS-CoV-2 / Covid-19 nucleocapsid, his Tag",,ug,NOT_SELECTED,Tally Sync not selected for this row,
838,ACH-EN-EQ-0004,Black Chair Office,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
839,ACH-RD-AB-0098,100559 - Anti-HRP2 3901 SPTN-5,,ug,NO_CHANGE,matches existing Tally item,10934
840,ACH-RD-AB-0099,100560 - Anti-HRP2 3902 SPTN-5,,ug,NO_CHANGE,matches existing Tally item,10935
841,ACH-MF-PM-0005,Thermocoal Box 35 L,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
842,ACH-GN-HK-0006,Tea & Coffee Machine - 2 Lane - Advanced Robust Fully Automatic Coffee Vending Machine,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
843,ACH-GN-HK-0007,Premix - Tea,,kg,NOT_SELECTED,Tally Sync not selected for this row,
844,ACH-GN-HK-0008,Premix - Coffee,,kg,NOT_SELECTED,Tally Sync not selected for this row,
845,ACH-RD-CH-0419,LM3405AEVAL/NOPB-NDâ€Ž â€ŽLM3405AEVAL/NOPBâ€Ž EVAL BOARD FOR LM3405A,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
846,ACH-EN-SP-0004,Rubber Valve Version_2 Development Cost,,No,NOT_SELECTED,Tally Sync not selected for this row,
847,ACH-GN-IT-0002,"Laptop : MSI Bravo 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX6500M/144 Hz) Bravo 15 B5ED-035IN Gaming Laptop (15.6 inch, Black, 2.35 Kg)",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
848,ACH-EN-OP-0011,590DRLP/25.7X36mm - 1.1mm thick - Optical Filter,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
849,ACH-EN-SP-0005,Rubber Valve Aluminum Pieces Development Costs,,No,NOT_SELECTED,Tally Sync not selected for this row,
850,ACH-EN-SP-0006,Small Button Development Costs,,No,NOT_SELECTED,Tally Sync not selected for this row,
851,ACH-EN-SP-0007,Rubber Valve Development Costs,,No,NOT_SELECTED,Tally Sync not selected for this row,
852,ACH-RD-CH-0420,Small Button,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
853,ACH-MF-CT-0002,Rubber Valve Ver_1,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
854,ACH-MF-CT-0003,Rubber Valve Ver_2,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
855,ACH-RD-CH-0421,RKI-6142 - AS5600 Absolute Encoder 12 Bit Precion Angle Measurement Sensor With Magnet Wheel,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
856,ACH-RD-CH-0422,"HAV01 - HDMI to VGA Adapter with Full HD 1080p @ 60Hz Native Resolution, Gold Plated connectors, Plug Play Usage, Strong and Durable Build Quality",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
857,ACH-RD-CM-0103,1290246 - Soldron Micro Bit Super Deluxe Needle,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
858,ACH-RD-CM-0104,7798 - Soldron High Quality Black Aluminum Body Desoldering Pump,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
859,ACH-EN-EL-0036,TOL2029 - Soldering Iron Tip Cleaning Ball_Wool_Sponge,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
860,ACH-RD-AB-0100,4C10cc RC16B5 Anti-Calcitonin,,,NO_CHANGE,matches existing Tally item,11044
861,ACH-RD-AB-0101,"8PC5 PCT, rec.",,ug,NO_CHANGE,matches existing Tally item,9766
862,ACH-RD-CH-0423,PELR0050 Mains Power Cord Plug Schuko to IEC 60320 C15 2 m 10 A 250 VAC Black,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
863,ACH-GN-OF-0002,ohp sheet mate finish - 18*24,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
864,ACH-RD-CH-0424,"32,512 DPI Film",,pcs,UPDATE,unit differs: sheet='pcs' vs tally='Pack' (report only -- not auto-altered),9759
865,ACH-RD-FL-0041,568856 - Fluorescein o-acrylate,,ug,NO_CHANGE,matches existing Tally item,11070
866,ACH-EN-SP-0008,"Design Patterns for Great Software 1st Edition, Kindle Edition - Making Embedded Systems",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
867,ACH-MF-PM-0006,"CILICAnT 5 Gram (80 Pcs) Silica Gel Orange Packets Desiccant Dehumidifiers, Indicating Silica Gel Packs for Moisture Absorption ( 5 Gram X 80 Pcs = 400 Gram",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
868,ACH-EN-EL-0037,"Raspberry pi Compute Module 4 4GB RAM, 16GB eMMC, Wireless",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
869,ACH-EN-SP-0009,Annual Maintenance Charges for following Leica Microscopes,,No,NOT_SELECTED,Tally Sync not selected for this row,
870,ACH-RD-CH-0425,StarLight Bead Calibration Slide Flash Red,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
871,ACH-RD-BG-0008,"83/573 - Prolactin, Human. 4th WHO International Standard",,pcs,UPDATE,unit differs: sheet='pcs' vs tally='Nos' (report only -- not auto-altered),10212
872,ACH-RD-CH-0426,FAB-P008-9F1 - PRL Ab,,ug,NO_CHANGE,matches existing Tally item,11380
873,ACH-RD-CH-0427,FAB-L002-6C3 - T3 Ab,,ug,NO_CHANGE,matches existing Tally item,11373
874,ACH-RD-CH-0428,FAB-i014-2B2 -Dengue NS1,,ug,NOT_SELECTED,Tally Sync not selected for this row,
875,ACH-RD-CH-0429,FAB-i014-2K1 - Dengue NS1,,ug,NO_CHANGE,matches existing Tally item,11363
876,ACH-RD-CH-0430,FAB-i014-2H3 - Dengue NS1,,ug,NO_CHANGE,matches existing Tally item,11362
877,ACH-RD-CH-0431,FAB-i014-2C4 - Dengue NS1,,ug,NO_CHANGE,matches existing Tally item,11361
878,ACH-RD-CH-0432,FAB-i018-8C1 - RSV Ab,,ug,NO_CHANGE,matches existing Tally item,11366
879,ACH-RD-CH-0433,FAB-i018-8H2 - RSV Ab,,ug,NO_CHANGE,matches existing Tally item,11367
880,ACH-RD-CH-0434,FAB-i016-7H3 - S.typhi Ab,,ug,NO_CHANGE,matches existing Tally item,11364
881,ACH-RD-CH-0435,FAB-i016-7H4 - S.typhi Ab,,ug,NO_CHANGE,matches existing Tally item,11365
882,ACH-RD-CH-0436,FAP-iE016 - S.typhi Ag,,ug,NO_CHANGE,matches existing Tally item,11402
883,ACH-RD-CH-0437,FAB-i005-9C3 - FluB Ab,,ug,NO_CHANGE,matches existing Tally item,11357
884,ACH-RD-CH-0438,FAB-i005-9G4 - FluB Ab,,ug,NO_CHANGE,matches existing Tally item,11358
885,ACH-RD-AB-0102,FAP-iE005 -FluB Ag,,ug,NO_CHANGE,matches existing Tally item,11400
886,ACH-RD-AB-0103,FAB-I012-2G1 - SARS-CoV-2 N humanizedantibody,,ug,NO_CHANGE,matches existing Tally item,11359
887,ACH-RD-AB-0104,FAB-I012-2G2 - SARS-CoV-2 N humanizedantibody,,ug,NO_CHANGE,matches existing Tally item,11360
888,ACH-RD-AB-0105,FAB-L003-6C4 - T4 Ab,,ug,NO_CHANGE,matches existing Tally item,11374
889,ACH-RD-CH-0439,"SanDisk Ultra microSD UHS-I Card 32GB, 120MB/s R",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
890,ACH-RD-CH-0440,Polycrom Korean PVC Lamination Dragon Sheet Set of 10 Cores and 20 Overlays A4 Size 800 Micron : Imported Korean Sheets,,box,NOT_SELECTED,Tally Sync not selected for this row,
891,ACH-EN-EL-0038,"PHX064S-MS - 6.3 MP, 3072 x 2048 px, 17.7 fps, Sony IMX178 CMOS, 1/1.8â€, 2.40 Î¼m, Rolling Shutter, S Mount, Mono Camera",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
892,ACH-EN-EL-0039,GPIO-8P20 GPIO 8-pin 20cm JST Cable,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
893,ACH-EN-OP-0012,"LANO-S0828-5M 5MP, 1/1.8"", 8mm Focal Length, M12x0.5 Mount, F 2.8 + - 5%",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
894,ACH-EN-ME-0023,LED Magnifying lamp Industrial Grade,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
895,ACH-EN-EL-0040,ESD Safe Smoke Absorber/Fume Extractor 493 for All Type Soldering and Repairing Works,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
896,ACH-EN-OP-0013,Bandpass Filter 635nm,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
897,ACH-EN-EL-0041,131125- Antibody Stabilizer,,ul,UPDATE,unit differs: sheet='ul' vs tally='UI' (report only -- not auto-altered),10958
898,ACH-EN-EL-0042,160125 - Liquid Plate Sealer,,ul,UPDATE,unit differs: sheet='ul' vs tally='UI' (report only -- not auto-altered),10962
899,ACH-RD-CM-0105,UFC5010 - Ultracel-10 regenerated cellulose membrane - Amicon Ultra-0.5 Centrifugal Filter Unit 0.5 mL sample volume -,,,NOT_SELECTED,Tally Sync not selected for this row,
900,ACH-RD-CH-0441,ESD Plastic Tweeezers,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
901,ACH-GN-OF-0003,3M Scotch Magic Tape Roll (2N) with Refillable Dispenser | 1.9cm x 25.4 Meter,,Rol,NOT_SELECTED,Tally Sync not selected for this row,
902,ACH-RD-CH-0442,FAB-B001-2B5 - CRP Ab,,,NO_CHANGE,matches existing Tally item,11351
903,ACH-RD-CH-0443,FAB-B001-1A8 - CRP Ab,,,NO_CHANGE,matches existing Tally item,11350
904,ACH-RD-CH-0444,FAB-B002-10D6- PCT Ab,,,NOT_SELECTED,Tally Sync not selected for this row,
905,ACH-RD-CH-0445,FAB-B002-4A1 - PCT Ab,,,NO_CHANGE,matches existing Tally item,11353
906,ACH-RD-CH-0446,SRL - 76203 - Dextran Sulphate Sodium Salt 30-50 (DSS 35-50) ex. Leuconostoc Sp. Colitis Grade for molecular biology,,mg,NOT_SELECTED,Tally Sync not selected for this row,
907,ACH-EN-EL-0043,5480 - Fuse Holder with Transparent Cover for 5x20mm Fuses - PCB Mount,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
908,ACH-EN-EL-0044,"RC0603FR-13100RL - 100 Ohms Â±1% 0.1W, 1/10W Chip Resistor 0603 (1608 Metric) Moisture Resistant Thick Film",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
909,ACH-EN-EL-0045,"LTH-301-05 - Optical Sensor Through-Beam 0.236"" (6mm) Phototransistor Module, PC Pins, Slot Type",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
910,ACH-EN-EL-0046,XPEBRD-L1-0000-00801 - LED Lighting Color XLampÂ® XP-E2 Red 625nm (620nm ~ 630nm) 1414 (3535 Metric),,pcs,NOT_SELECTED,Tally Sync not selected for this row,
911,ACH-EN-EL-0047,"XPEBWT-L1-0000-00C51 -LED Lighting XLampÂ® XP-E2 White, Cool 6200K 2.9V 350mA 110Â° 1414 (3535 Metric)",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
912,ACH-EN-EL-0048,"860010773010 - 22 ÂµF 63 V Aluminum Electrolytic Capacitors Radial, Can 2000 Hrs @ 85Â°C",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
913,ACH-EN-EL-0049,SRP1265C-150M - 15 ÂµH Shielded Inductor 11 A 28mOhm Max Nonstandard,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
914,ACH-EN-EL-0050,NID100-5 - Non-Isolated PoL Module DC DC Converter 1 Output 5V 11A 10.5V - 53V Input,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
915,ACH-EN-EL-0051,"RR01J6R2TB-6.2 Ohms Â±5% 1W Through Hole Resistor Axial Flame Retardant Coating, Pulse Withstanding, Safety Metal Film",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
916,ACH-EN-EL-0052,"FMP200JR-52-1R5 - 1.5 Ohms Â±5% 2W Through Hole Resistor Axial Flame Proof, Safety Metal Film",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
917,ACH-EN-EL-0053,"KNP100JR-73-0R5 - 500 mOhms Â±5% 1W Through Hole Resistor Axial Flame Retardant Coating, Safety Wirewound",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
918,ACH-EN-EL-0054,"PR01000106808JR500 - 6.8 Ohms Â±5% 1W Through Hole Resistor Axial Automotive AEC-Q200, Flame Retardant Coating, Fusible, Safety Metal Film",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
919,ACH-EN-EL-0055,"CFR-25JR-52-0R - 0 Ohms Â±5% 0.25W, 1/4W Through Hole Resistor Axial Carbon Film",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
920,ACH-EN-EL-0056,"RMCF0603FT10K0 - 10 kOhms Â±1% 0.1W, 1/10W Chip Resistor 0603 (1608 Metric) Automotive AEC-Q200 Thick Film",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
921,ACH-EN-EL-0057,"1219053 - Waveshare 5inch Capacitive Touch Display for Raspberry Pi, DSI Interface, 800Ã—480",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
922,ACH-EN-EL-0058,MEC7001-M5/10 - Stainless Steel Socket Head Screws,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
923,ACH-EN-EL-0059,MEC7001-M5/8 - Stainless Steel Socket Head Screws,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
924,ACH-EN-EL-0060,MEC7001-M2.5/8 - Stainless Steel Socket Head Screws,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
925,ACH-EN-EL-0061,ATTEN AT-B778 Antistatic Manual Vacuum Suction Pen BGA Chip IC Pickup Tool Sucker,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
926,ACH-RD-CH-0447,OPFBJW0000 09 - Glass Slicing of DIA 25mm to DIA 9MM,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
927,ACH-EN-OP-0014,SCARACL121 0A - Aspheric Condenser Lens (ACL1210A),,pcs,NOT_SELECTED,Tally Sync not selected for this row,
928,ACH-EN-SP-0010,Subscription Renewal of your existing SOLIDWORKS Standard Module for the Period of 1year.,,No,NOT_SELECTED,Tally Sync not selected for this row,
929,ACH-GN-OF-0004,OHP Sheet A4 Size 250 Mic,,box,NOT_SELECTED,Tally Sync not selected for this row,
930,ACH-RD-CH-0448,SPREMIO - Package Box,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
931,ACH-RD-KT-0023,SPREMIO - Kit Inserts 5S,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
932,ACH-RD-KT-0024,SPREMIO - Kit Inserts 2S,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
933,ACH-GN-IT-0003,GX41A41186 - Lenovo Urban 39.6 Cm B535 - Laptop,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
934,ACH-MF-CM-0063,Nitrogen - UHP,,,NOT_SELECTED,Tally Sync not selected for this row,
935,ACH-RD-AB-0106,R01653-1 - Chikungunya E1 Wild-type Rec.,,ug,UPDATE,unit differs: sheet='ug' vs tally='Pack' (report only -- not auto-altered),9743
936,ACH-GN-IT-0004,"MSI Bravo 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX6500M/144 Hz) Bravo 15 B5ED-035IN Gaming Laptop (15.6 inch, Black, 2.35 Kg)",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
937,ACH-MF-CM-0064,BML D- Water -,,,NOT_SELECTED,Tally Sync not selected for this row,
938,ACH-RD-CM-0106,"45cm (17.7"") Long Cryogenic Gloves LN2 Liquid Nitrogen Protective Gloves",,Set of 2,NOT_SELECTED,Tally Sync not selected for this row,
939,ACH-RD-CH-0449,3M 1621 Polycarbonate Safety Goggles for Chemical Splash,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
940,ACH-RD-CH-0450,Stainless Steel Tweezer,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
941,ACH-RD-CH-0451,Single Stage Nitrogen Gas Pressure Regulator (ISI Certified),,pcs,NOT_SELECTED,Tally Sync not selected for this row,
942,ACH-RD-CH-0452,Men's Flip Flop No. 7,,Set of 2,NOT_SELECTED,Tally Sync not selected for this row,
943,ACH-RD-CH-0453,Men's Flip Flop No. 8,,Set of 2,NOT_SELECTED,Tally Sync not selected for this row,
944,ACH-EN-ME-0024,MEC7012-M3 - Stainless Steel Hex Nuts,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
945,ACH-EN-ME-0025,MEC7012-M5 - Stainless Steel Hex Nuts,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
946,ACH-EN-ME-0026,MEC7009-M2.10 - Metric Alloy Steel Cup-Point Set Screws,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
947,ACH-EN-SP-0011,Calibration Services - Instruments,,No,NOT_SELECTED,Tally Sync not selected for this row,
948,ACH-EN-EQ-0005,i-Chroma II Immunoassay Reader,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
949,ACH-RD-KT-0025,i-Chroma Cystatin Tests,,Test,NOT_SELECTED,Tally Sync not selected for this row,
